"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PIK3AP11",0.000946851117623011,1.16935902991339,0.406,0.184,1,"10","PIK3AP1"
"ATP6V0B1",0.000953469565978289,1.18594078998425,0.344,0.138,1,"10","ATP6V0B"
"GRN2",0.000961597290111994,0.517503604459248,0.656,0.311,1,"10","GRN"
"C11orf58",0.000984599985169519,1.03632845719022,0.344,0.136,1,"10","C11orf58"
"RPL102",0.000990268488985261,0.561346362650908,0.594,0.283,1,"10","RPL10"
"FCGRT1",0.000990299759382481,1.0458271094681,0.312,0.12,1,"10","FCGRT"
"MDM4",0.000992869347587873,1.30394149109344,0.312,0.121,1,"10","MDM4"
"DIDO1",0.00103571653212578,0.349807411130532,0.25,0.081,1,"10","DIDO1"
"H2AFV1",0.00105868711980834,0.960554833376441,0.281,0.101,1,"10","H2AFV"
"TRIM441",0.00107770353534215,0.861332254372231,0.281,0.1,1,"10","TRIM44"
"BAZ2B2",0.00111074290788588,1.49036689135853,0.281,0.104,1,"10","BAZ2B"
"H1FX2",0.00112789920700105,1.51855370651481,0.344,0.148,1,"10","H1FX"
"HIST1H1D1",0.00123635649384699,0.667956692214333,0.344,0.134,1,"10","HIST1H1D"
"CCT82",0.0012578159361787,1.61453665349025,0.281,0.106,1,"10","CCT8"
"SLC3A21",0.0012702158771825,1.16125289165757,0.281,0.105,1,"10","SLC3A2"
"ARHGAP4",0.00127734529253498,0.590808250504809,0.375,0.153,1,"10","ARHGAP4"
"FUBP11",0.00129869964635152,0.977626125937196,0.281,0.104,1,"10","FUBP1"
"H3F3B3",0.00132968038469693,0.924320581545317,0.75,0.573,1,"10","H3F3B"
"MAP3K21",0.00137074199491123,1.00702513654248,0.344,0.139,1,"10","MAP3K2"
"SCAF113",0.00138000502063878,0.572875498921088,0.5,0.231,1,"10","SCAF11"
"SEPT21",0.00138685392782994,1.06650807330374,0.375,0.162,1,"10","SEPT2"
"DHRS7",0.00143414462593679,1.0358543695993,0.281,0.104,1,"10","DHRS7"
"MT-ND13",0.00153787738348951,0.614373549885793,0.906,0.639,1,"10","MT-ND1"
"PLEK3",0.00154877680506942,0.910905997747307,0.625,0.366,1,"10","PLEK"
"RNASET22",0.0015527031023646,0.595685630859958,0.375,0.154,1,"10","RNASET2"
"HIST2H2AA43",0.00158350802683898,1.30174548045575,0.281,0.109,1,"10","HIST2H2AA4"
"MED13L2",0.00163978838497707,0.925309602655864,0.344,0.146,1,"10","MED13L"
"RPL352",0.00176636537810924,0.601546333667554,0.625,0.328,1,"10","RPL35"
"COX5A1",0.00180010420701838,1.14836535113695,0.25,0.089,1,"10","COX5A"
"PRKCB4",0.00180054181380681,0.489069847256036,0.531,0.253,1,"10","PRKCB"
"NCL3",0.00183733045020384,0.510729673322466,0.625,0.32,1,"10","NCL"
"RPS62",0.00187028574854304,0.554388732811252,0.844,0.618,1,"10","RPS6"
"KIAA0226",0.00187415025060934,0.917417613640561,0.25,0.088,1,"10","KIAA0226"
"ACIN11",0.00188718313171157,0.770623949092545,0.406,0.176,1,"10","ACIN1"
"RPL272",0.00191060052895654,0.549765595822397,0.688,0.374,1,"10","RPL27"
"CHMP4B1",0.00196229008605132,1.06992123993884,0.344,0.144,1,"10","CHMP4B"
"EMB1",0.00211104353841147,0.775957608339828,0.375,0.161,1,"10","EMB"
"ANKRD112",0.00212931861382793,0.637743683715851,0.406,0.181,1,"10","ANKRD11"
"CTCF",0.00220643363333826,0.833922521843588,0.25,0.088,1,"10","CTCF"
"U2SURP1",0.00229583589048372,1.13692859388164,0.344,0.15,1,"10","U2SURP"
"DDX54",0.00236117320195491,0.783986130344084,0.812,0.556,1,"10","DDX5"
"SH3KBP12",0.00238093904553069,0.74670786848751,0.406,0.186,1,"10","SH3KBP1"
"RPL192",0.00238498961303037,0.554329382025209,0.812,0.569,1,"10","RPL19"
"HNRNPK1",0.00253837200811679,0.784409142330516,0.5,0.251,1,"10","HNRNPK"
"C9orf78",0.00260984079699829,0.550756829628401,0.344,0.142,1,"10","C9orf78"
"UHMK11",0.00266822710391071,0.759381432915183,0.375,0.165,1,"10","UHMK1"
"AFF1",0.00269945210889912,0.637397208373781,0.25,0.09,1,"10","AFF1"
"RBM27",0.00274210857815631,1.00692361036242,0.25,0.092,1,"10","RBM27"
"MAP4K41",0.00274993894954111,0.669446110707379,0.344,0.144,1,"10","MAP4K4"
"DNAJA11",0.00277325259226834,1.23658537488565,0.312,0.134,1,"10","DNAJA1"
"GOLGA8B1",0.00281587943643569,0.66896942263012,0.281,0.106,1,"10","GOLGA8B"
"RPL92",0.00292237059817847,0.730251357116242,0.562,0.298,1,"10","RPL9"
"EIF3K",0.00304425233286251,1.22595013626395,0.344,0.159,1,"10","EIF3K"
"PPP1R9B1",0.00312046088617415,1.2127859573528,0.25,0.095,1,"10","PPP1R9B"
"EIF3F",0.00320771945950127,0.462495279662151,0.281,0.108,1,"10","EIF3F"
"RPS162",0.00321354370782928,0.688551016655329,0.781,0.484,1,"10","RPS16"
"ESYT2",0.0032504855853554,0.883480993751078,0.281,0.112,1,"10","ESYT2"
"CCNL13",0.00334930519130612,0.747977894455976,0.531,0.294,1,"10","CCNL1"
"SELPLG1",0.00337679429875126,1.19261901023138,0.344,0.159,1,"10","SELPLG"
"YME1L11",0.00350135505050353,0.756255720761279,0.375,0.168,1,"10","YME1L1"
"RBM394",0.00367837631697535,0.721554487829064,0.656,0.386,1,"10","RBM39"
"SUZ12",0.00373843314507573,0.978135352740463,0.25,0.094,1,"10","SUZ12"
"APBB1IP1",0.00389707114586233,0.835878522228299,0.312,0.131,1,"10","APBB1IP"
"CIRBP3",0.00395677587810955,0.573318743574984,0.375,0.167,1,"10","CIRBP"
"JUND1",0.00401922353225818,0.952356429224829,0.312,0.133,1,"10","JUND"
"CHD24",0.00404783610051461,0.55903769486321,0.469,0.231,1,"10","CHD2"
"HMGN21",0.00422716022358214,0.808333955034301,0.344,0.153,1,"10","HMGN2"
"HINT1",0.00434696726711602,0.550976332252506,0.25,0.095,1,"10","HINT1"
"BCLAF13",0.00435102769605599,0.962642108202814,0.406,0.2,1,"10","BCLAF1"
"RPL313",0.00440583818124914,0.42630797894882,0.844,0.558,1,"10","RPL31"
"MYL12B1",0.00442897006750807,0.550627715419107,0.469,0.236,1,"10","MYL12B"
"EEF1D1",0.00446429712925748,0.997110850924616,0.344,0.159,1,"10","EEF1D"
"STX16",0.00450343803084677,0.551365699083313,0.25,0.095,1,"10","STX16"
"SRSF6",0.00450518642238717,0.524542086987197,0.281,0.113,1,"10","SRSF6"
"PPP2R5E",0.00457858038490505,0.862821167196566,0.25,0.096,1,"10","PPP2R5E"
"KLF64",0.00500320697588494,0.441865224494984,0.719,0.442,1,"10","KLF6"
"RPL72",0.00501970423472557,0.954270747828614,0.531,0.305,1,"10","RPL7"
"CXCR43",0.00507637825159512,0.617763018177033,0.406,0.188,1,"10","CXCR4"
"LTB2",0.00524226267217187,1.33450034334922,0.25,0.099,1,"10","LTB"
"KDM2A1",0.00528099400708758,0.767379890368847,0.375,0.174,1,"10","KDM2A"
"SFPQ3",0.00538622260924377,0.470818695517421,0.438,0.211,1,"10","SFPQ"
"CDK5RAP3",0.00560147697417609,0.868264353290997,0.25,0.099,1,"10","CDK5RAP3"
"NACA1",0.00564482349516081,0.495136639195302,0.562,0.308,1,"10","NACA"
"TM9SF21",0.00571167758527966,0.747734041913542,0.25,0.099,1,"10","TM9SF2"
"CORO1A1",0.00579304812767943,0.407233121906668,0.562,0.299,1,"10","CORO1A"
"ISG202",0.00625073556944886,0.411401437143312,0.406,0.189,1,"10","ISG20"
"RPL43",0.00628168020606609,0.660297994864538,0.688,0.451,1,"10","RPL4"
"PCBP11",0.00633149689095158,0.356159346239055,0.344,0.15,1,"10","PCBP1"
"STT3B1",0.00635058155723729,0.48864660183421,0.281,0.117,1,"10","STT3B"
"CAPRIN11",0.00654528370088593,0.731683975771369,0.25,0.1,1,"10","CAPRIN1"
"MAN1A11",0.00655456975438073,0.42926575630794,0.281,0.117,1,"10","MAN1A1"
"DDX173",0.00660332525765115,0.902295247026427,0.5,0.295,1,"10","DDX17"
"RPS4X2",0.00672758844509401,0.507055852960537,0.719,0.44,1,"10","RPS4X"
"LPGAT11",0.00673222214242985,0.76448581643404,0.25,0.102,1,"10","LPGAT1"
"HNRNPA2B11",0.00695305199703678,0.514263766068332,0.75,0.501,1,"10","HNRNPA2B1"
"EIF4G31",0.00701341479574973,0.584844802274436,0.281,0.117,1,"10","EIF4G3"
"EEF23",0.0070297458645668,0.490582641408497,0.688,0.432,1,"10","EEF2"
"GLTSCR23",0.00704272736819615,0.694898863570865,0.5,0.269,1,"10","GLTSCR2"
"IFNAR11",0.00716808884436041,0.875850697140184,0.25,0.101,1,"10","IFNAR1"
"OIP5-AS1",0.00735712440816097,0.517819911925618,0.25,0.099,1,"10","OIP5-AS1"
"HSH2D",0.00751170325387006,0.854887816283703,0.25,0.102,1,"10","HSH2D"
"MBNL13",0.0075810687338266,0.44086982356301,0.594,0.323,1,"10","MBNL1"
"ITPR2",0.00758124526253127,1.47121303732078,0.25,0.103,1,"10","ITPR2"
